coo: 48.867502_12.600753;E 00:00:00;A 00:00:00;E 01:00:00;A 01:00:00;E 02:00:00;A 02:00:00;E 03:00:00;A 03:00:00;E 04:00:00;A 04:00:00;E 05:00:00;A 05:00:00;E 06:00:00;A 06:00:00;E 07:00:00;A 07:00:00;E 08:00:00;A 08:00:00;E 09:00:00;A 09:00:00;E 10:00:00;A 10:00:00;E 11:00:00;A 11:00:00;E 12:00:00;A 12:00:00;E 13:00:00;A 13:00:00;E 14:00:00;A 14:00:00;E 15:00:00;A 15:00:00;E 16:00:00;A 16:00:00;E 17:00:00;A 17:00:00;E 18:00:00;A 18:00:00;E 19:00:00;A 19:00:00;E 20:00:00;A 20:00:00;E 21:00:00;A 21:00:00;E 22:00:00;A 22:00:00;E 23:00:00;A 23:00:00;
2021-08-02;--;--;--;--;--;--;--;--;--;--;--;--;10.69;75.28;20.41;86.17;30.25;97.66;39.79;110.69;48.44;126.61;55.20;147.12;58.60;172.72;57.50;199.83;52.31;223.16;44.49;241.29;35.31;255.64;25.55;267.80;15.71;278.90;6.15;289.74;-2.76;300.94;--;--;--;--;--;--;
2021-08-03;--;--;--;--;--;--;--;--;--;--;--;--;10.51;75.47;20.23;86.37;30.07;97.88;39.60;110.92;48.23;126.85;54.96;147.32;58.34;172.80;57.24;199.76;52.07;222.99;44.27;241.09;35.10;255.45;25.35;267.61;15.50;278.73;5.94;289.59;-2.99;300.80;--;--;--;--;--;--;
2021-08-04;--;--;--;--;--;--;--;--;--;--;--;--;10.33;75.66;20.05;86.58;29.89;98.11;39.41;111.17;48.02;127.10;54.72;147.53;58.08;172.88;56.98;199.68;51.82;222.82;44.04;240.90;34.89;255.25;25.14;267.43;15.29;278.55;5.72;289.43;-3.21;300.66;--;--;--;--;--;--;
2021-08-05;--;--;--;--;--;--;--;--;--;--;--;--;10.14;75.86;19.87;86.80;29.71;98.34;39.22;111.41;47.81;127.35;54.48;147.74;57.81;172.97;56.71;199.61;51.57;222.65;43.81;240.70;34.67;255.05;24.93;267.24;15.08;278.38;5.50;289.27;-3.45;300.52;--;--;--;--;--;--;
2021-08-06;--;--;--;--;--;--;--;--;--;--;--;--;9.96;76.07;19.69;87.02;29.52;98.57;39.03;111.67;47.59;127.61;54.23;147.96;57.54;173.06;56.43;199.54;51.31;222.48;43.57;240.50;34.45;254.85;24.71;267.05;14.86;278.21;5.27;289.11;-3.69;300.38;--;--;--;--;--;--;
2021-08-07;--;--;--;--;--;--;--;--;--;--;--;--;9.77;76.28;19.51;87.24;29.34;98.81;38.83;111.92;47.38;127.87;53.98;148.17;57.26;173.16;56.16;199.48;51.05;222.31;43.33;240.30;34.22;254.66;24.48;266.87;14.63;278.03;5.04;288.95;-3.93;300.23;--;--;--;--;--;--;
2021-08-08;--;--;--;--;--;--;--;--;--;--;--;--;9.58;76.49;19.32;87.47;29.15;99.06;38.63;112.18;47.15;128.13;53.73;148.40;56.98;173.26;55.87;199.42;50.78;222.15;43.08;240.10;33.98;254.46;24.25;266.68;14.40;277.86;4.80;288.79;-4.18;300.09;--;--;--;--;--;--;
2021-08-09;--;--;--;--;--;--;--;--;--;--;--;--;9.38;76.71;19.14;87.70;28.96;99.31;38.43;112.45;46.93;128.40;53.47;148.62;56.70;173.36;55.58;199.36;50.51;221.99;42.83;239.91;33.74;254.26;24.02;266.49;14.16;277.68;4.56;288.63;-4.43;299.95;--;--;--;--;--;--;
2021-08-10;--;--;--;--;--;--;--;--;--;--;--;--;9.19;76.93;18.95;87.94;28.77;99.56;38.23;112.72;46.70;128.67;53.21;148.85;56.41;173.47;55.29;199.30;50.24;221.83;42.57;239.71;33.50;254.06;23.78;266.30;13.92;277.51;4.31;288.47;-4.69;299.80;--;--;--;--;--;--;
2021-08-11;--;--;--;--;--;--;--;--;--;--;--;--;8.99;77.16;18.76;88.18;28.58;99.82;38.02;112.99;46.47;128.95;52.95;149.09;56.12;173.58;54.99;199.25;49.95;221.67;42.31;239.52;33.25;253.86;23.53;266.11;13.68;277.33;4.06;288.31;-4.96;299.66;--;--;--;--;--;--;
2021-08-12;--;--;--;--;--;--;--;--;--;--;--;--;8.80;77.39;18.57;88.43;28.38;100.09;37.81;113.27;46.24;129.23;52.68;149.32;55.82;173.69;54.69;199.21;49.67;221.52;42.04;239.33;32.99;253.67;23.28;265.92;13.43;277.15;3.80;288.14;-5.22;299.51;--;--;--;--;--;--;
2021-08-13;--;--;--;--;--;--;--;--;--;--;--;--;8.60;77.63;18.37;88.68;28.18;100.35;37.60;113.55;46.00;129.51;52.41;149.56;55.52;173.81;54.38;199.16;49.38;221.37;41.77;239.13;32.73;253.47;23.03;265.73;13.17;276.97;3.54;287.98;-5.50;299.36;--;--;--;--;--;--;
2021-08-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;18.18;88.94;27.99;100.62;37.39;113.84;45.76;129.80;52.14;149.80;55.22;173.93;54.07;199.12;49.08;221.22;41.49;238.94;32.47;253.27;22.77;265.54;12.91;276.79;3.28;287.81;-5.77;299.22;--;--;--;--;--;--;
2021-08-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.98;89.19;27.78;100.90;37.17;114.13;45.52;130.09;51.86;150.05;54.91;174.05;53.76;199.08;48.78;221.07;41.21;238.75;32.20;253.08;22.51;265.35;12.65;276.61;3.01;287.65;-6.05;299.07;--;--;--;--;--;--;
2021-08-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.78;89.46;27.58;101.18;36.96;114.42;45.28;130.38;51.58;150.29;54.60;174.17;53.44;199.04;48.47;220.93;40.92;238.56;31.93;252.88;22.24;265.16;12.38;276.43;2.73;287.48;-6.34;298.92;--;--;--;--;--;--;
2021-08-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.58;89.72;27.38;101.46;36.74;114.72;45.03;130.67;51.30;150.54;54.28;174.30;53.12;199.01;48.16;220.79;40.63;238.38;31.65;252.68;21.97;264.97;12.11;276.25;2.45;287.31;-6.63;298.77;--;--;--;--;--;--;
2021-08-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.38;89.99;27.17;101.74;36.52;115.02;44.78;130.97;51.01;150.80;53.96;174.43;52.79;198.98;47.85;220.65;40.34;238.19;31.37;252.49;21.69;264.78;11.83;276.07;2.17;287.15;-6.92;298.63;--;--;--;--;--;--;
2021-08-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.18;90.27;26.96;102.03;36.29;115.32;44.53;131.27;50.72;151.05;53.64;174.56;52.46;198.95;47.53;220.51;40.04;238.01;31.08;252.29;21.41;264.59;11.55;275.89;1.88;286.98;-7.22;298.48;--;--;--;--;--;--;
2021-08-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.97;90.54;26.75;102.32;36.07;115.62;44.27;131.57;50.43;151.30;53.32;174.69;52.13;198.93;47.21;220.37;39.73;237.82;30.79;252.10;21.13;264.40;11.27;275.71;1.59;286.81;-7.52;298.33;--;--;--;--;--;--;
2021-08-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.77;90.82;26.54;102.62;35.84;115.93;44.02;131.88;50.13;151.56;52.99;174.83;51.79;198.91;46.88;220.24;39.42;237.64;30.49;251.90;20.84;264.20;10.98;275.53;1.30;286.64;-7.82;298.18;--;--;--;--;--;--;
2021-08-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.56;91.10;26.33;102.92;35.61;116.24;43.76;132.19;49.83;151.82;52.66;174.96;51.45;198.89;46.55;220.11;39.11;237.46;30.19;251.71;20.55;264.01;10.69;275.35;1.00;286.47;-8.13;298.03;--;--;--;--;--;--;
2021-08-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.35;91.39;26.12;103.22;35.37;116.55;43.49;132.50;49.53;152.08;52.32;175.10;51.10;198.87;46.22;219.98;38.80;237.29;29.89;251.52;20.25;263.82;10.39;275.17;0.70;286.30;-8.45;297.88;--;--;--;--;--;--;
2021-08-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.14;91.68;25.90;103.52;35.14;116.87;43.23;132.81;49.23;152.34;51.99;175.24;50.75;198.85;45.88;219.85;38.48;237.11;29.59;251.33;19.95;263.63;10.09;274.98;0.39;286.14;-8.76;297.72;--;--;--;--;--;--;
2021-08-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.93;91.97;25.68;103.82;34.90;117.18;42.96;133.12;48.92;152.60;51.65;175.38;50.40;198.84;45.54;219.73;38.15;236.93;29.28;251.14;19.65;263.44;9.79;274.80;0.09;285.97;-9.08;297.57;--;--;--;--;--;--;
2021-08-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.72;92.26;25.46;104.13;34.67;117.50;42.69;133.43;48.61;152.86;51.30;175.52;50.05;198.83;45.20;219.61;37.82;236.76;28.96;250.95;19.34;263.25;9.48;274.62;-0.23;285.79;-9.40;297.42;--;--;--;--;--;--;
2021-08-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.51;92.56;25.24;104.44;34.43;117.82;42.42;133.74;48.30;153.12;50.96;175.66;49.69;198.82;44.85;219.49;37.49;236.59;28.64;250.76;19.03;263.06;9.17;274.43;-0.54;285.62;-9.73;297.27;--;--;--;--;--;--;
2021-08-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.29;92.86;25.02;104.76;34.18;118.15;42.15;134.06;47.99;153.38;50.61;175.80;49.33;198.81;44.50;219.37;37.16;236.41;28.32;250.57;18.72;262.87;8.86;274.25;-0.86;285.45;--;--;--;--;--;--;--;--;
2021-08-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.08;93.16;24.80;105.07;33.94;118.47;41.87;134.38;47.67;153.65;50.26;175.95;48.97;198.81;44.15;219.26;36.82;236.25;28.00;250.38;18.41;262.68;8.55;274.07;-1.18;285.28;--;--;--;--;--;--;--;--;
2021-08-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.86;93.47;24.57;105.39;33.69;118.80;41.59;134.69;47.35;153.91;49.90;176.09;48.60;198.80;43.79;219.14;36.48;236.08;27.67;250.19;18.09;262.49;8.23;273.89;-1.50;285.11;--;--;--;--;--;--;--;--;
2021-08-31;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.64;93.77;24.34;105.70;33.45;119.12;41.31;135.01;47.03;154.17;49.55;176.23;48.23;198.80;43.43;219.03;36.14;235.91;27.34;250.01;17.76;262.31;7.91;273.70;-1.83;284.94;--;--;--;--;--;--;--;--;
2021-09-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.42;94.08;24.12;106.02;33.20;119.45;41.03;135.33;46.70;154.43;49.19;176.38;47.86;198.80;43.07;218.92;35.79;235.74;27.01;249.82;17.44;262.12;7.58;273.52;-2.16;284.76;--;--;--;--;--;--;--;--;
2021-09-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.20;94.39;23.89;106.35;32.94;119.78;40.74;135.64;46.38;154.70;48.83;176.52;47.49;198.80;42.70;218.81;35.44;235.58;26.68;249.64;17.11;261.93;7.26;273.33;-2.49;284.59;--;--;--;--;--;--;--;--;
2021-09-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.98;94.70;23.65;106.67;32.69;120.11;40.45;135.96;46.05;154.96;48.46;176.66;47.11;198.80;42.34;218.70;35.09;235.42;26.34;249.45;16.78;261.74;6.93;273.15;-2.82;284.42;--;--;--;--;--;--;--;--;
2021-09-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.76;95.02;23.42;106.99;32.44;120.44;40.16;136.28;45.72;155.22;48.10;176.81;46.73;198.80;41.97;218.60;34.74;235.26;26.00;249.27;16.45;261.55;6.60;272.97;-3.16;284.24;--;--;--;--;--;--;--;--;
2021-09-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.54;95.33;23.19;107.32;32.18;120.77;39.87;136.60;45.38;155.48;47.73;176.95;46.35;198.80;41.59;218.49;34.38;235.10;25.66;249.09;16.11;261.36;6.26;272.78;-3.50;284.07;--;--;--;--;--;--;--;--;
2021-09-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.31;95.65;22.95;107.64;31.92;121.10;39.58;136.91;45.05;155.74;47.36;177.10;45.97;198.81;41.22;218.39;34.02;234.94;25.31;248.90;15.78;261.18;5.93;272.60;-3.84;283.89;--;--;--;--;--;--;--;--;
2021-09-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.09;95.97;22.72;107.97;31.66;121.43;39.28;137.23;44.71;156.00;46.99;177.24;45.59;198.81;40.84;218.29;33.66;234.78;24.96;248.72;15.44;260.99;5.59;272.41;-4.18;283.72;--;--;--;--;--;--;--;--;
2021-09-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.86;96.29;22.48;108.30;31.40;121.76;38.98;137.54;44.37;156.25;46.62;177.38;45.20;198.81;40.47;218.19;33.30;234.62;24.61;248.54;15.10;260.80;5.25;272.23;-4.52;283.54;--;--;--;--;--;--;--;--;
2021-09-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.63;96.61;22.24;108.63;31.13;122.09;38.68;137.86;44.03;156.51;46.24;177.52;44.82;198.82;40.09;218.09;32.94;234.47;24.26;248.36;14.75;260.62;4.91;272.04;-4.87;283.36;--;--;--;--;--;--;--;--;
2021-09-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.40;96.93;22.00;108.95;30.87;122.42;38.38;138.17;43.69;156.76;45.87;177.66;44.43;198.83;39.70;218.00;32.57;234.31;23.91;248.18;14.41;260.43;4.57;271.86;-5.21;283.18;--;--;--;--;--;--;--;--;
2021-09-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;12.17;97.25;21.75;109.28;30.60;122.75;38.08;138.48;43.34;157.01;45.49;177.80;44.04;198.83;39.32;217.90;32.20;234.16;23.56;248.00;14.06;260.24;4.22;271.67;-5.56;283.01;--;--;--;--;--;--;--;--;
2021-09-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.94;97.58;21.51;109.61;30.33;123.08;37.78;138.80;43.00;157.26;45.11;177.94;43.65;198.84;38.94;217.80;31.83;234.01;23.20;247.83;13.72;260.06;3.88;271.49;-5.91;282.83;--;--;--;--;--;--;--;--;
2021-09-13;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.71;97.90;21.27;109.94;30.06;123.41;37.47;139.11;42.65;157.51;44.73;178.08;43.25;198.85;38.55;217.71;31.46;233.86;22.84;247.65;13.37;259.87;3.53;271.30;-6.26;282.65;--;--;--;--;--;--;--;--;
2021-09-14;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.48;98.22;21.02;110.27;29.79;123.74;37.16;139.41;42.30;157.76;44.35;178.21;42.86;198.85;38.16;217.62;31.09;233.71;22.48;247.47;13.02;259.68;3.18;271.12;-6.61;282.47;--;--;--;--;--;--;--;--;
2021-09-15;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.25;98.55;20.77;110.60;29.52;124.07;36.85;139.72;41.95;158.01;43.96;178.35;42.47;198.86;37.78;217.52;30.71;233.56;22.12;247.30;12.67;259.50;2.84;270.93;-6.96;282.29;--;--;--;--;--;--;--;--;
2021-09-16;--;--;--;--;--;--;--;--;--;--;--;--;--;--;11.01;98.87;20.52;110.93;29.24;124.39;36.54;140.03;41.60;158.25;43.58;178.48;42.07;198.87;37.39;217.43;30.34;233.41;21.76;247.12;12.32;259.31;2.49;270.74;-7.32;282.11;--;--;--;--;--;--;--;--;
2021-09-17;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.78;99.20;20.27;111.26;28.97;124.72;36.23;140.33;41.25;158.49;43.20;178.61;41.67;198.87;37.00;217.34;29.97;233.26;21.40;246.94;11.96;259.13;2.14;270.55;-7.67;281.92;--;--;--;--;--;--;--;--;
2021-09-18;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.54;99.52;20.02;111.58;28.69;125.04;35.91;140.63;40.89;158.73;42.81;178.74;41.28;198.88;36.61;217.25;29.59;233.11;21.04;246.77;11.61;258.94;1.79;270.37;-8.02;281.74;--;--;--;--;--;--;--;--;
2021-09-19;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.30;99.85;19.77;111.91;28.41;125.37;35.60;140.93;40.54;158.96;42.42;178.87;40.88;198.89;36.22;217.16;29.21;232.96;20.68;246.59;11.26;258.75;1.44;270.18;-8.38;281.56;--;--;--;--;--;--;--;--;
2021-09-20;--;--;--;--;--;--;--;--;--;--;--;--;--;--;10.06;100.17;19.52;112.24;28.13;125.69;35.28;141.22;40.18;159.20;42.04;179.00;40.48;198.89;35.82;217.07;28.84;232.82;20.31;246.42;10.90;258.57;1.09;269.99;-8.73;281.37;--;--;--;--;--;--;--;--;
2021-09-21;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.83;100.49;19.26;112.56;27.85;126.01;34.96;141.52;39.82;159.43;41.65;179.12;40.08;198.90;35.43;216.98;28.46;232.67;19.95;246.25;10.55;258.38;0.73;269.80;-9.09;281.19;--;--;--;--;--;--;--;--;
2021-09-22;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.59;100.82;19.01;112.89;27.57;126.33;34.64;141.81;39.46;159.65;41.26;179.25;39.68;198.90;35.04;216.89;28.08;232.53;19.59;246.07;10.19;258.20;0.38;269.61;-9.44;281.00;--;--;--;--;--;--;--;--;
2021-09-23;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.35;101.14;18.75;113.21;27.28;126.64;34.32;142.10;39.10;159.88;40.87;179.37;39.28;198.91;34.65;216.80;27.70;232.38;19.22;245.90;9.84;258.01;0.03;269.42;-9.79;280.81;--;--;--;--;--;--;--;--;
2021-09-24;--;--;--;--;--;--;--;--;--;--;--;--;--;--;9.10;101.46;18.49;113.53;27.00;126.96;34.00;142.38;38.74;160.10;40.48;179.48;38.88;198.91;34.26;216.72;27.32;232.24;18.86;245.73;9.49;257.82;-0.32;269.23;-10.15;280.63;--;--;--;--;--;--;--;--;
2021-09-25;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;18.23;113.85;26.71;127.27;33.68;142.67;38.38;160.32;40.09;179.60;38.49;198.91;33.86;216.63;26.95;232.09;18.50;245.55;9.13;257.64;-0.67;269.04;-10.50;280.44;--;--;--;--;--;--;--;--;
2021-09-26;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.97;114.17;26.42;127.58;33.36;142.95;38.02;160.54;39.71;179.71;38.09;198.91;33.47;216.54;26.57;231.95;18.13;245.38;8.78;257.45;-1.02;268.85;--;--;--;--;--;--;--;--;--;--;
2021-09-27;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.71;114.49;26.14;127.88;33.03;143.23;37.66;160.75;39.32;179.83;37.69;198.91;33.08;216.45;26.19;231.80;17.77;245.21;8.43;257.26;-1.37;268.66;--;--;--;--;--;--;--;--;--;--;
2021-09-28;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.45;114.80;25.85;128.19;32.71;143.50;37.30;160.96;38.93;179.94;37.29;198.91;32.69;216.36;25.82;231.66;17.41;245.03;8.07;257.08;-1.71;268.46;--;--;--;--;--;--;--;--;--;--;
2021-09-29;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;17.19;115.11;25.56;128.49;32.38;143.77;36.94;161.16;38.54;180.04;36.89;198.91;32.30;216.27;25.44;231.52;17.05;244.86;7.72;256.89;-2.06;268.27;--;--;--;--;--;--;--;--;--;--;
2021-09-30;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.93;115.43;25.27;128.79;32.06;144.04;36.58;161.37;38.15;180.15;36.50;198.90;31.91;216.18;25.07;231.37;16.69;244.69;7.37;256.70;-2.41;268.08;--;--;--;--;--;--;--;--;--;--;
2021-10-01;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.66;115.73;24.97;129.09;31.73;144.30;36.21;161.57;37.76;180.25;36.10;198.90;31.52;216.09;24.69;231.23;16.33;244.51;7.02;256.51;-2.75;267.88;--;--;--;--;--;--;--;--;--;--;
2021-10-02;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.40;116.04;24.68;129.38;31.40;144.56;35.85;161.76;37.37;180.35;35.70;198.89;31.13;216.00;24.32;231.09;15.97;244.34;6.67;256.32;-3.10;267.68;--;--;--;--;--;--;--;--;--;--;
2021-10-03;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;16.13;116.35;24.39;129.67;31.08;144.82;35.49;161.95;36.99;180.44;35.31;198.89;30.75;215.91;23.95;230.94;15.61;244.17;6.33;256.14;-3.44;267.49;--;--;--;--;--;--;--;--;--;--;
2021-10-04;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.87;116.65;24.10;129.96;30.75;145.07;35.13;162.14;36.60;180.54;34.92;198.88;30.36;215.82;23.58;230.80;15.26;243.99;5.98;255.95;-3.78;267.29;--;--;--;--;--;--;--;--;--;--;
2021-10-05;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.60;116.95;23.80;130.24;30.42;145.32;34.77;162.33;36.22;180.63;34.53;198.87;29.98;215.73;23.21;230.66;14.90;243.82;5.64;255.76;-4.12;267.09;--;--;--;--;--;--;--;--;--;--;
2021-10-06;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.33;117.24;23.51;130.52;30.09;145.57;34.40;162.51;35.83;180.71;34.14;198.85;29.60;215.64;22.84;230.51;14.55;243.65;5.30;255.57;-4.45;266.90;--;--;--;--;--;--;--;--;--;--;
2021-10-07;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;15.07;117.54;23.21;130.80;29.76;145.81;34.04;162.68;35.45;180.80;33.75;198.84;29.21;215.54;22.47;230.37;14.20;243.47;4.96;255.38;-4.79;266.70;--;--;--;--;--;--;--;--;--;--;
2021-10-08;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.80;117.83;22.92;131.07;29.44;146.05;33.68;162.86;35.07;180.88;33.36;198.83;28.84;215.45;22.11;230.22;13.85;243.30;4.62;255.19;-5.12;266.50;--;--;--;--;--;--;--;--;--;--;
2021-10-09;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.53;118.11;22.62;131.34;29.11;146.28;33.32;163.03;34.69;180.96;32.97;198.81;28.46;215.36;21.75;230.08;13.50;243.12;4.29;254.99;-5.45;266.30;--;--;--;--;--;--;--;--;--;--;
2021-10-10;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;14.26;118.40;22.33;131.61;28.78;146.51;32.97;163.19;34.31;181.03;32.59;198.79;28.08;215.26;21.39;229.93;13.16;242.95;3.95;254.80;-5.78;266.09;--;--;--;--;--;--;--;--;--;--;
2021-10-11;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.99;118.68;22.03;131.87;28.45;146.73;32.61;163.35;33.93;181.10;32.21;198.77;27.71;215.17;21.03;229.79;12.82;242.77;3.62;254.61;-6.10;265.89;--;--;--;--;--;--;--;--;--;--;
2021-10-12;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;--;13.72;118.95;21.73;132.13;28.12;146.96;32.25;163.51;33.55;181.17;31.83;198.74;27.34;215.07;20.68;229.64;12.48;242.60;3.29;254.42;-6.42;265.69;--;--;--;--;--;--;--;--;--;--;
